channel_type,sephora_id,order_number,transaction_line_number,transaction_datetime,transaction_date,transaction_datetime_local,dp_update_timestamp,partition,offset,timestamp,fulfill_milestone_datetime,store_number,atg_order_number,org_id,atg_id,usa_id,transaction_datetime_utc,channel,bi_tier_atorder,sku_number,sku_description,department_number,regular_sales_unit_price,gross_sales_usd_amount,gross_sales_local_amount,sales_afterdiscount_usd_amount,sales_afterdiscount_local_amount,net_sales_usd_amount,net_sales_local_amount,discount_usd_amount,discount_local_amount,units,exchange_rate,origin_of_order,country_of_origin,currency_code,csr_id,transaction_number,language,tax_amount,original_order_number,transaction_type,line_void_flag,dotcom_guest_flag,flash_order_type,gift_wrap_flag,gwp_flag,gift_card_flag,shipping_method,atg_commerce_item_type,atg_shipping_group_type,expected_shipment_datetime,sample_flag,terminal_id,product_description,demand_discounted_sales,line_cancel_flag,line_cancel_datetime,return_reason,external_order_number,external_order_type,tip_employee_id,tip_amount,tip_percent,order_submit_datetime,order_submit_datetime_utc,order_submit_datetime_local,order_submit_year_month,order_submit_date,order_submit_hour,dp_create_timestamp,sephora_id_update_timestamp,topic,hold_release_datetime,fulfillment_type,pick_in_progress_datetime,picked_up_datetime,ready_for_pickup_datetime,pickup_sla_hours,pickup_store_number,cancel_type,cancel_reason_text,cancel_reason_code,pickup_cancelled_datetime,seller_org_code,shipped_datetime,ready_for_shipping_datetime,ready_for_shipping_sla_hours,delivered_datetime,sla_met_delivered_flag,curbside_check_in_datetime,curbside_pickup_sla_minutes,courier_name,return_to_dc,return_tracking_number,return_delivered_datetime,ba_productivity_employee_id,res_confirmation_number,extn_delivery_start_time,extn_delivery_end_time,extn_delivery_location_tz,extn_delivery_pickup_start_time,alternate_pickup_flag,hal_selected,hal_location_type,hal_location_id,hal_location_partner,hal_location_company,hal_ready_for_pickup_datetime,hal_hold_until_datetime,hal_reminder1_datetime,hal_reminder2_datetime,hal_picked_up_datetime,hal_return_to_sender_datetime
US ONLINE,1083588080,40851080802,2,2021-12-12 20:14:39,2021-12-12,2021-12-12 20:14:39,2021-12-19 09:56:15,5,18638466,1639457280344,null,null,40851080802,01,5763623063,2300000027514452,2021-12-13 04:14:39,Online,BI,2258812,LANEIGE Cream Skin Toner & Moisturizer-5.0 oz/ 150 mL,15,33,33,33,26.4,26.4,26.4,26.4,6.6,6.6,1,null,default,US,USD,null,null,en_US,1.99,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,LANEIGE Cream Skin Toner & Moisturizer-5.0 oz/ 150 mL,26.4,null,null,null,null,null,null,null,null,2021-12-12 20:02:06,2021-12-13 04:02:06,2021-12-12 20:02:06,202112,2021-12-12,20,2021-12-14 04:50:00,2021-12-14 04:50:00,OrderLine,2021-12-12 20:14:39,PICKUP,2021-12-13 08:18:46,2021-12-15 13:14:28,2021-12-13 08:22:30,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1083588080,40851080802,1,2021-12-12 20:14:39,2021-12-12,2021-12-12 20:14:39,2021-12-19 09:56:15,16,19049622,1639457280343,null,null,40851080802,01,5763623063,2300000027514452,2021-12-13 04:14:39,Online,BI,1863588,Youth To The People Superfood Antioxidant Cleanser-8 oz/ 237 mL,15,36,36,36,28.8,28.8,28.8,28.8,7.2,7.2,1,null,default,US,USD,null,null,en_US,2.17,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Youth To The People Superfood Antioxidant Cleanser-8 oz/ 237 mL,28.8,null,null,null,null,null,null,null,null,2021-12-12 20:02:06,2021-12-13 04:02:06,2021-12-12 20:02:06,202112,2021-12-12,20,2021-12-14 04:50:00,2021-12-14 04:50:00,OrderLine,2021-12-12 20:14:39,PICKUP,2021-12-13 08:18:46,2021-12-15 13:14:28,2021-12-13 08:22:30,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1017463295,40851136098,3,2021-12-12 20:22:43,2021-12-12,2021-12-12 20:22:43,2021-12-19 09:56:15,13,19036335,1639458661901,null,null,40851136098,01,1322015758,2253998838027098,2021-12-13 04:22:43,Online,ROUGE,2217560,Kosas Kosasport LipFuel Hyaluronic Acid Lip Balm-Baseline,10,18,18,18,14.4,14.4,14.4,14.4,3.6,3.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.08,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kosas Kosasport LipFuel Hyaluronic Acid Lip Balm-Baseline,14.4,null,null,null,null,null,null,null,null,2021-12-12 20:10:16,2021-12-13 04:10:16,2021-12-12 20:10:16,202112,2021-12-12,20,2021-12-14 05:12:00,2021-12-14 05:12:00,OrderLine,2021-12-12 20:22:43,PICKUP,2021-12-13 09:16:31,2021-12-13 16:54:29,2021-12-13 09:16:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1017463295,40851136098,4,2021-12-12 20:22:43,2021-12-12,2021-12-12 20:22:43,2021-12-19 09:56:15,19,19046475,1639458661902,null,null,40851136098,01,1322015758,2253998838027098,2021-12-13 04:22:43,Online,ROUGE,2518991,Rare Beauty by Selena Gomez Soft Pinch Liquid Blush-Encourage,10,20,20,20,16,16,16,16,4,4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.2,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Rare Beauty by Selena Gomez Soft Pinch Liquid Blush-Encourage,16,null,null,null,null,null,null,null,null,2021-12-12 20:10:16,2021-12-13 04:10:16,2021-12-12 20:10:16,202112,2021-12-12,20,2021-12-14 05:12:00,2021-12-14 05:12:00,OrderLine,2021-12-12 20:22:43,PICKUP,2021-12-13 09:16:31,2021-12-13 16:54:29,2021-12-13 09:16:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1017463295,40851136098,1,2021-12-12 20:22:43,2021-12-12,2021-12-12 20:22:43,2021-12-19 09:56:15,19,19046467,1639458661898,null,null,40851136098,01,1322015758,2253998838027098,2021-12-13 04:22:43,Online,ROUGE,2217586,Kosas Kosasport LipFuel Hyaluronic Acid Lip Balm-Rush,10,18,18,18,14.4,14.4,14.4,14.4,3.6,3.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.08,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kosas Kosasport LipFuel Hyaluronic Acid Lip Balm-Rush,14.4,null,null,null,null,null,null,null,null,2021-12-12 20:10:16,2021-12-13 04:10:16,2021-12-12 20:10:16,202112,2021-12-12,20,2021-12-14 05:12:00,2021-12-14 05:12:00,OrderLine,2021-12-12 20:22:43,PICKUP,2021-12-13 09:16:31,2021-12-13 16:54:29,2021-12-13 09:16:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1017463295,40851136098,5,2021-12-12 20:22:43,2021-12-12,2021-12-12 20:22:43,2021-12-19 09:56:15,9,18466856,1639458661904,null,null,40851136098,01,1322015758,2253998838027098,2021-12-13 04:22:43,Online,ROUGE,2109965,Lancôme Cils Booster XL Super-Enhancing Mascara Primer-0.19 oz/ 5.6 mL,10,27,27,27,21.6,21.6,21.6,21.6,5.4,5.4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.63,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Lancôme Cils Booster XL Super-Enhancing Mascara Primer-0.19 oz/ 5.6 mL,21.6,null,null,null,null,null,null,null,null,2021-12-12 20:10:16,2021-12-13 04:10:16,2021-12-12 20:10:16,202112,2021-12-12,20,2021-12-14 05:12:00,2021-12-14 05:12:00,OrderLine,2021-12-12 20:22:43,PICKUP,2021-12-13 09:16:31,2021-12-13 16:54:29,2021-12-13 09:16:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1017463295,40851136098,2,2021-12-12 20:22:43,2021-12-12,2021-12-12 20:22:43,2021-12-19 09:56:15,9,18466850,1639458661900,null,null,40851136098,01,1322015758,2253998838027098,2021-12-13 04:22:43,Online,ROUGE,2362093,Rare Beauty by Selena Gomez Soft Pinch Liquid Blush-Lucky,10,20,20,20,16,16,16,16,4,4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.2,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Rare Beauty by Selena Gomez Soft Pinch Liquid Blush-Lucky,16,null,null,null,null,null,null,null,null,2021-12-12 20:10:16,2021-12-13 04:10:16,2021-12-12 20:10:16,202112,2021-12-12,20,2021-12-14 05:12:00,2021-12-14 05:12:00,OrderLine,2021-12-12 20:22:43,PICKUP,2021-12-13 09:16:31,2021-12-13 16:54:29,2021-12-13 09:16:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1064203762,40851878762,5,2021-12-12 21:10:25,2021-12-12,2021-12-12 21:10:25,2021-12-19 09:56:15,10,19066520,1639465386058,null,null,40851878762,01,6392986143,2300000034198617,2021-12-13 05:10:25,Online,ROUGE,1782259,Benefit Cosmetics Mini Hoola Matte Bronzer-Mini Hoola,10,17,17,17,13.6,13.6,13.6,13.6,3.4,3.4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.02,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Benefit Cosmetics Mini Hoola Matte Bronzer-Mini Hoola,13.6,null,null,null,null,null,null,null,null,2021-12-12 20:58:01,2021-12-13 04:58:01,2021-12-12 20:58:01,202112,2021-12-12,20,2021-12-14 07:04:00,2021-12-14 07:04:00,OrderLine,2021-12-12 21:10:25,PICKUP,2021-12-13 09:18:52,null,2021-12-13 09:20:32,1,242,STORE_CANCEL,STORE_CANCEL,STORE_CANCEL,2021-12-12 20:58:01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1064203762,40851878762,3,2021-12-12 21:10:25,2021-12-12,2021-12-12 21:10:25,2021-12-19 09:56:15,10,19066518,1639465386057,null,null,40851878762,01,6392986143,2300000034198617,2021-12-13 05:10:25,Online,ROUGE,2370773,Kaja Beauty Bento Bouncy Eyeshadow Trio-Spiked Ginger,10,21,21,21,16.8,16.8,16.8,16.8,4.2,4.2,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.26,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kaja Beauty Bento Bouncy Eyeshadow Trio-Spiked Ginger,16.8,null,null,null,null,null,null,null,null,2021-12-12 20:58:01,2021-12-13 04:58:01,2021-12-12 20:58:01,202112,2021-12-12,20,2021-12-14 07:04:00,2021-12-14 07:04:00,OrderLine,2021-12-12 21:10:25,PICKUP,2021-12-13 09:18:52,null,2021-12-13 09:20:32,1,242,SELF_CANCEL,No Longer Need,42,2021-12-12 20:58:01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1064203762,40851878762,4,2021-12-12 21:10:25,2021-12-12,2021-12-12 21:10:25,2021-12-19 09:56:15,10,19066519,1639465386057,null,null,40851878762,01,6392986143,2300000034198617,2021-12-13 05:10:25,Online,ROUGE,1804624,Anastasia Beverly Hills Brow Wiz-Blonde,10,23,23,23,18.4,18.4,18.4,18.4,4.6,4.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.39,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Anastasia Beverly Hills Brow Wiz-Blonde,18.4,null,null,null,null,null,null,null,null,2021-12-12 20:58:01,2021-12-13 04:58:01,2021-12-12 20:58:01,202112,2021-12-12,20,2021-12-14 07:04:00,2021-12-14 07:04:00,OrderLine,2021-12-12 21:10:25,PICKUP,2021-12-13 09:18:52,null,2021-12-13 09:20:32,1,242,SELF_CANCEL,No Longer Need,42,2021-12-12 20:58:01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1064203762,40851878762,1,2021-12-12 21:10:25,2021-12-12,2021-12-12 21:10:25,2021-12-19 09:56:15,6,18491480,1639465386055,null,null,40851878762,01,6392986143,2300000034198617,2021-12-13 05:10:25,Online,ROUGE,2273639,LANEIGE Lip Sleeping Mask-Sweet Candy,15,22,22,22,17.6,17.6,17.6,17.6,4.4,4.4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.32,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,LANEIGE Lip Sleeping Mask-Sweet Candy,17.6,null,null,null,null,null,null,null,null,2021-12-12 20:58:01,2021-12-13 04:58:01,2021-12-12 20:58:01,202112,2021-12-12,20,2021-12-14 07:04:00,2021-12-14 07:04:00,OrderLine,2021-12-12 21:10:25,PICKUP,2021-12-13 09:18:52,null,2021-12-13 09:20:32,1,242,SELF_CANCEL,No Longer Need,42,2021-12-12 20:58:01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1064203762,40851878762,6,2021-12-12 21:10:25,2021-12-12,2021-12-12 21:10:25,2021-12-19 09:56:15,5,18650992,1639465386058,null,null,40851878762,01,6392986143,2300000034198617,2021-12-13 05:10:25,Online,ROUGE,1726058,NARS Mini Radiant Creamy Concealer-Vanilla,10,13,13,13,10.4,10.4,10.4,10.4,2.6,2.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,0.78,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,NARS Mini Radiant Creamy Concealer-Vanilla,10.4,null,null,null,null,null,null,null,null,2021-12-12 20:58:01,2021-12-13 04:58:01,2021-12-12 20:58:01,202112,2021-12-12,20,2021-12-14 07:04:00,2021-12-14 07:04:00,OrderLine,2021-12-12 21:10:25,PICKUP,2021-12-13 09:18:52,null,2021-12-13 09:20:32,1,242,SELF_CANCEL,No Longer Need,42,2021-12-12 20:58:01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1064203762,40851878762,2,2021-12-12 21:10:25,2021-12-12,2021-12-12 21:10:25,2021-12-19 09:56:15,1,19067341,1639465386056,null,null,40851878762,01,6392986143,2300000034198617,2021-12-13 05:10:25,Online,ROUGE,1899954,Urban Decay Mini All Nighter Long-Lasting Makeup Setting Spray-Mini Size - 1 oz/ 30 mL,10,15,15,15,12,12,12,12,3,3,1,null,iphoneAppV2.0,US,USD,null,null,en_US,0.9,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Urban Decay Mini All Nighter Long-Lasting Makeup Setting Spray-Mini Size - 1 oz/ 30 mL,12,null,null,null,null,null,null,null,null,2021-12-12 20:58:01,2021-12-13 04:58:01,2021-12-12 20:58:01,202112,2021-12-12,20,2021-12-14 07:04:00,2021-12-14 07:04:00,OrderLine,2021-12-12 21:10:25,PICKUP,2021-12-13 09:18:52,null,2021-12-13 09:20:32,1,242,SELF_CANCEL,No Longer Need,42,2021-12-12 20:58:01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1084174983,39953213135,1,2021-11-07 07:58:56,2021-11-07,2021-11-07 07:58:56,2021-11-08 09:33:36,10,16456382,1636302408310,null,null,39953213135,01,10285669359,2300000055514944,2021-11-07 15:58:56,Online,ROUGE,2447076,Dior Dior Addict Lip Glow-07 Raspberry ,10,35,35,35,28,28,28,28,7,7,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.11,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Dior Dior Addict Lip Glow-07 Raspberry ,28,null,null,null,null,null,null,null,null,2021-11-07 07:47:58,2021-11-07 15:47:58,2021-11-07 07:47:58,202111,2021-11-07,7,2021-11-07 16:30:00,2021-11-07 16:30:00,OrderLine,2021-11-07 07:58:56,PICKUP,2021-11-07 08:13:27,null,null,null,242,STORE_CANCEL,STORE_CANCEL,STORE_CANCEL,2021-11-07 07:47:58,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1088110576,39953152399,3,2021-11-07 07:56:01,2021-11-07,2021-11-07 07:56:01,2021-11-17 10:05:25,2,16148711,1636302405666,null,null,39953152399,01,2732093931,2300000015077880,2021-11-07 15:56:01,Online,VIB,2127355,Kérastase Resistance Shampoo for Damaged Hair-8.5 oz/ 250 mL,16,31,31,31,29.05,29.05,29.05,29.05,1.95,1.95,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.19,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kérastase Resistance Shampoo for Damaged Hair-8.5 oz/ 250 mL,29.05,null,null,null,null,null,null,null,null,2021-11-07 07:45:15,2021-11-07 15:45:15,2021-11-07 07:45:15,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:56:01,PICKUP,2021-11-07 08:03:22,2021-11-07 13:53:25,2021-11-07 08:03:24,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1088110576,39953152399,2,2021-11-07 07:56:01,2021-11-07,2021-11-07 07:56:01,2021-11-17 10:05:25,13,16432818,1636302405666,null,null,39953152399,01,2732093931,2300000015077880,2021-11-07 15:56:01,Online,VIB,2497857,Kérastase Dry Hair Essentials: Day & Night Treatment Set,16,56,56,56,52.48,52.48,52.48,52.48,3.52,3.52,1,null,iphoneAppV2.0,US,USD,null,null,en_US,3.95,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kérastase Dry Hair Essentials: Day & Night Treatment Set,52.48,null,null,null,null,null,null,null,null,2021-11-07 07:45:15,2021-11-07 15:45:15,2021-11-07 07:45:15,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:56:01,PICKUP,2021-11-07 08:03:22,2021-11-07 13:53:25,2021-11-07 08:03:24,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1088110576,39953152399,1,2021-11-07 07:56:01,2021-11-07,2021-11-07 07:56:01,2021-11-17 10:05:25,13,16432814,1636302405665,null,null,39953152399,01,2732093931,2300000015077880,2021-11-07 15:56:01,Online,VIB,2353563,Kérastase Fresh Affair Refreshing Fine Fragrance Dry Shampoo-5.3 oz/ 150 g,16,36,36,36,33.73,33.73,33.73,33.73,2.27,2.27,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.54,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kérastase Fresh Affair Refreshing Fine Fragrance Dry Shampoo-5.3 oz/ 150 g,33.73,null,null,null,null,null,null,null,null,2021-11-07 07:45:15,2021-11-07 15:45:15,2021-11-07 07:45:15,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:56:01,PICKUP,2021-11-07 08:03:22,2021-11-07 13:53:25,2021-11-07 08:03:24,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1088110576,39953152399,4,2021-11-07 07:56:01,2021-11-07,2021-11-07 07:56:01,2021-11-17 10:05:25,3,16008390,1636302405667,null,null,39953152399,01,2732093931,2300000015077880,2021-11-07 15:56:01,Online,VIB,2127363,Kérastase Resistance Conditioner for Damaged Hair-6.8 oz/ 200 mL,16,36,36,36,33.74,33.74,33.74,33.74,2.26,2.26,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.54,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kérastase Resistance Conditioner for Damaged Hair-6.8 oz/ 200 mL,33.74,null,null,null,null,null,null,null,null,2021-11-07 07:45:15,2021-11-07 15:45:15,2021-11-07 07:45:15,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:56:01,PICKUP,2021-11-07 08:03:22,2021-11-07 13:53:25,2021-11-07 08:03:24,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1049862644,39952964310,3,2021-11-07 07:46:00,2021-11-07,2021-11-07 07:46:00,2021-11-17 10:05:25,10,16455500,1636302405574,null,null,39952964310,01,1875895671,2300000006175979,2021-11-07 15:46:00,Online,ROUGE,2118875,Olaplex No. 5 Bond Maintenance™ Conditioner-8.5 oz/ 250 mL,16,28,28,28,22.4,22.4,22.4,22.4,5.6,5.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.69,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Olaplex No. 5 Bond Maintenance™ Conditioner-8.5 oz/ 250 mL,22.4,null,null,null,null,null,null,null,null,2021-11-07 07:35:16,2021-11-07 15:35:16,2021-11-07 07:35:16,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:46:00,PICKUP,2021-11-07 08:03:25,2021-11-07 11:33:23,2021-11-07 08:03:26,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1049862644,39952964310,1,2021-11-07 07:46:00,2021-11-07,2021-11-07 07:46:00,2021-11-17 10:05:25,18,16010325,1636302405571,null,null,39952964310,01,1875895671,2300000006175979,2021-11-07 15:46:00,Online,ROUGE,2118867,Olaplex No. 4 Bond Maintenance™ Shampoo-8.5 oz/ 250 mL,16,28,28,28,22.4,22.4,22.4,22.4,5.6,5.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.69,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Olaplex No. 4 Bond Maintenance™ Shampoo-8.5 oz/ 250 mL,22.4,null,null,null,null,null,null,null,null,2021-11-07 07:35:16,2021-11-07 15:35:16,2021-11-07 07:35:16,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:46:00,PICKUP,2021-11-07 08:03:25,2021-11-07 11:33:23,2021-11-07 08:03:26,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1049862644,39952964310,2,2021-11-07 07:46:00,2021-11-07,2021-11-07 07:46:00,2021-11-17 10:05:25,15,16014614,1636302405572,null,null,39952964310,01,1875895671,2300000006175979,2021-11-07 15:46:00,Online,ROUGE,2025633,Drunk Elephant Protini™ Polypeptide Moisturizer-1.69 oz/ 50 mL,15,68,68,68,54.4,54.4,54.4,54.4,13.6,13.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,4.09,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Drunk Elephant Protini™ Polypeptide Moisturizer-1.69 oz/ 50 mL,54.4,null,null,null,null,null,null,null,null,2021-11-07 07:35:16,2021-11-07 15:35:16,2021-11-07 07:35:16,202111,2021-11-07,7,2021-11-07 16:28:00,2021-11-07 16:28:00,OrderLine,2021-11-07 07:46:00,PICKUP,2021-11-07 08:03:25,2021-11-07 11:33:23,2021-11-07 08:03:26,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
